,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,y
1413,12.09608555,3.40764284,11.01486683,-1.9876349,-2.61029625,1.56818819,-1.82288122,3.34650016,7.06292105,-0.61853755,-1.81868315,1.98713183,-2.05222392,-2.34810185,-0.74500513,-0.99478722,2.25361514,-0.99930441,5.84112072,0.53640437,2.90472054,1.01960433,-1.09257591,-0.39265442,0.91344786,1.26183856,-0.00383043,0.37423718,0.74952888,0.9934814,-1.10510767,-0.78031182,-0.2856403,0.33089721,-2.55823112,-0.91999292,2.42816615,-0.2468527,-1.11708868,-0.38505524,1.04484296,0.94027102,-0.41911045,0.43646389,-0.30268705,-0.60936582,-1.29764903,0.04395318,-3.20839357,-0.82215011,-0.10515843,-0.00246352,-0.69470143,0.63070226,-1.72042441,0.08702886,-0.44104767,0.32264519,-0.45041388,0.31352711,-1.60676122,0.58407813,-0.4686594,1.02784443,8
672,9.71221924,0.12776446,6.93090343,5.723876,-3.01646996,0.53614885,1.65106821,-0.78187823,1.26304245,4.82713223,6.14265919,3.59668255,5.85112858,1.72485578,-3.34487915,2.38528538,4.47664261,0.9120723,-3.56894565,4.00439072,-2.49193382,0.4449681,-2.22088146,-1.28146291,-2.43712997,-2.31652713,-0.00379077,3.18170738,-1.90067863,3.35915947,-2.00735235,2.23142004,1.10333347,-0.08576411,-1.67837238,-0.46603003,1.85609317,0.17314583,-0.15156829,1.09149325,-0.6385051,1.78272903,1.77974617,-0.2424278,3.14493752,-0.77486193,1.84174323,0.75543189,0.31744999,-1.7493912,1.11887145,-0.56686628,0.31907225,0.75040007,1.67080927,0.16266692,-0.53611612,-0.86693311,0.21591759,1.22380364,-1.72748792,0.74489135,-0.43707263,0.60269403,4
1088,-7.73937273,1.42645168,0.93954372,-0.19965456,5.39012098,-2.20520711,1.29659295,-3.71893191,-4.67287874,-4.20707846,6.58186388,4.47610474,-1.85492778,5.49549389,-2.57889509,-2.55436373,-1.45054209,-1.99304879,-1.49796772,3.78093433,-3.21334815,1.11409903,4.80112696,1.57672834,-1.67037749,-1.95415771,1.41787589,-3.80375671,-1.30067205,0.44641542,-1.50130069,0.53641391,0.85642219,-2.12512374,-1.09121919,-0.04202834,1.04985166,0.22192419,0.66615939,-0.66851896,1.37817168,3.00841689,3.35548067,0.70670551,-1.60758221,0.84685713,1.24415672,0.26973891,1.41867566,-0.16025394,0.00548939,0.0572685,0.18884301,-0.05057752,0.42579365,-1.1361866,2.3183651,-0.83158034,-0.50425959,-0.04363835,-1.54189038,-1.24925542,1.17117059,-2.21697521,6
319,-2.40699291,2.27087927,-3.70571136,-2.79887486,7.22453785,-1.1080482,10.59418488,-1.6553185,-3.78035879,-5.04017973,1.58972776,8.81617737,-2.09131026,-2.70691848,3.76203728,-5.54831982,1.66561913,7.73078156,-2.58568382,-2.23369575,-1.49440491,-1.64143968,-3.25094581,-1.05929351,-0.63987267,-3.76002431,-2.48763132,-2.01557779,1.83854413,2.38340664,2.06479287,0.54398227,-0.95261979,-1.26373386,-1.15307188,1.92474258,0.39732504,2.2269249,0.30506575,-0.68415838,-1.51068687,0.59828269,-2.93898082,0.19981281,-1.58729637,0.43819267,2.33327579,-1.55623364,2.27046752,-0.51197946,-0.30534834,-0.43715572,-0.70902658,-0.29938817,0.10076249,-0.22414428,0.39930463,0.88694704,-0.98726708,-1.64332438,-0.84865582,0.17025125,1.26949179,-0.32710785,2
1165,-6.45279074,-7.39197922,-3.16251469,3.89950538,5.69453812,0.4125883,0.61773753,-0.6129756,-3.03839636,4.12362671,-0.02151132,4.86224556,-1.9138968,-1.88229799,-0.92287779,-3.06878328,2.93490005,1.21057057,-4.22601748,2.37978697,1.0102936,-1.20956373,6.15896845,-1.75743377,-6.63883495,-1.83727312,0.88599205,3.41144085,0.95246267,1.9064461,-3.52694702,2.88576555,-1.61833119,-0.62945777,2.17834902,-0.87996209,-1.59999657,-0.69039077,-1.41734707,-0.14252606,-1.49492681,-3.43060851,-2.18276191,-2.44140148,0.33223796,0.55260974,0.86994451,-0.14799666,0.0466558,-2.29163074,2.49028873,-1.99651456,2.53652048,0.19433761,-0.18587953,-0.17647809,-0.85796165,0.18655533,-0.28796828,-0.08334607,0.08104788,0.37719405,0.30653632,-0.71008784,6
444,1.64841473,11.64622116,0.40699103,-2.39803362,-3.85113955,-5.84875679,2.74465632,4.30747557,-2.39576101,1.8396256,2.64247513,1.05196142,-4.54449606,-4.56546974,2.72025108,-1.89865279,0.93217111,1.57573748,-2.14020085,-4.97616386,0.5993008,0.07895821,-0.3169249,-1.88334811,-4.33664179,-0.41161135,3.60585403,-0.29026717,-2.32536745,0.37788951,-3.59677982,0.25594687,-2.72993922,0.12336159,0.60911679,-0.18835321,3.41412902,0.02565342,0.15034187,-0.52310568,-0.80525339,-0.30011433,0.38068551,-1.83789241,1.26018107,1.78024745,-0.25128663,1.22464395,0.39489627,0.9335525,-0.31819749,-0.8395735,-1.22365832,-0.30241609,0.82280171,1.7356751,-1.11213613,-0.93700111,0.38220543,-1.57397664,0.07788856,-0.76827943,-0.15310669,-0.37631559,3
849,-8.07507896,5.82490253,-10.25992107,-4.42401171,-3.38641453,0.78773457,-1.35346603,-4.92796326,0.30402327,-5.18333054,0.17281651,1.84357643,1.50482106,-3.38012362,-1.82863331,2.6585865,-2.49065185,3.86002707,-1.03820944,1.55558777,-3.33192253,1.02338576,0.49803549,0.33431983,-0.22430974,-1.70034957,0.21287489,1.10999823,0.07559681,2.68328571,-0.81315744,-1.91102099,1.27880466,-0.78142077,0.23810261,1.17893028,-2.82904387,2.42715001,-1.13432419,2.71110678,0.72223008,-4.16884756,0.23337641,-1.6237973,-1.19678247,1.40818608,1.10403073,-0.49041247,0.4096238,-1.52747726,0.88035262,-0.12856716,2.22240925,0.69222653,0.56768322,0.61763835,1.74857259,0.15970671,-1.15797794,0.97600472,0.92894202,0.00210628,0.2279712,-0.63479215,5
740,-5.15156603,3.43246603,-3.44401979,8.23951912,4.04663038,-1.14230156,0.49697304,-5.41271019,0.29968548,-1.0101428,7.71202374,1.63895726,0.23573518,1.60545111,-2.29352283,0.75895238,2.75899911,3.9722569,-0.26622686,5.50638628,-1.630656,0.16762888,6.50616455,0.20268011,-3.04503345,0.77409035,-1.09350419,1.25108147,-1.17999983,-0.59607917,-0.76447141,0.64849734,-2.37640977,-1.18543839,0.09218854,1.80733454,0.39842057,-1.71228909,1.29300702,-0.08992419,1.98454952,1.08240199,3.67535424,-1.02189839,-1.02387846,-0.17608654,1.75623822,0.6084286,1.53202248,-0.36948574,-0.26002407,-0.49854231,0.58749449,-0.40768492,1.40556359,0.14483768,-0.26802158,0.04325108,-1.66133237,-0.84510696,-0.44051254,0.64890045,-0.76745045,-3.00200176,4
756,8.49403381,-3.61311579,5.01942682,11.44684982,3.6735096,-0.8376863,-2.60652828,-5.61850166,1.30154705,2.71572566,3.60739136,-0.26366019,3.96142912,1.62167811,-0.25764513,0.90031505,-0.39530015,1.44728732,2.17497802,0.46328235,-0.24345841,-1.20312953,-0.31345293,-2.07115626,-3.2695837,0.57497436,1.37196124,0.26811421,-1.43877697,-2.91729259,-2.14901018,2.41782236,0.84505343,1.8462919,-0.14422488,-2.64871955,3.66333461,-0.14989311,-1.6597122,-0.0752148,-2.0510087,0.391716,-0.53606528,0.78750139,-0.30119574,-0.61221129,-1.01683044,-0.50352311,-0.79012907,1.23298442,-0.47004658,1.08056629,-0.33922768,1.79275393,2.31715131,0.61499965,0.22175837,-0.97570741,0.47120386,-0.39878482,-1.90489614,-0.19807839,-0.72295266,-0.11052503,4
845,-7.78460121,0.20980382,-8.21922874,-7.78307533,-2.08220172,7.93966103,3.72986436,-2.02859259,1.14169097,-6.39789486,-1.27597952,2.91416335,1.16147006,-3.40679598,-2.85108471,-2.86202097,1.19878316,1.09507632,-0.43313015,0.42648244,-2.54705977,-0.42140454,0.95560706,-0.57025385,-0.80582589,-2.32527399,1.1940347,1.65421176,0.32583094,2.58569574,0.66084015,0.04489517,-0.71935701,-6.62036848,0.346632,3.04100657,-1.68642199,2.85382915,0.14394736,2.1869874,-2.22727203,-1.54723299,-3.67160225,-1.95973361,-2.62487698,-0.8161031,0.76935309,-0.28578758,0.53527391,0.46331108,-2.28603196,-0.70730114,0.30028677,-0.81429434,0.17190987,1.92009568,-1.48095608,-0.51973069,-0.06885815,-0.34272283,1.6609273,-0.35540834,1.14669824,0.80511504,5
745,-1.73578036,-5.02772236,5.90442514,11.6614027,3.58557367,-3.44386411,-2.97464705,-2.69818306,2.40482855,2.35292268,1.1666081,6.05893278,3.34657216,1.0815556,-3.75552177,-0.14661002,0.90215135,4.2496357,-4.51258087,0.32368803,1.23087931,2.1907618,4.94429207,1.74690628,-2.1572361,1.81720924,1.74048102,2.35667586,0.95455337,-4.28028679,-2.85535431,1.30553102,-2.16475987,1.00722539,-1.56751013,-1.27179778,2.03742766,1.11544681,-2.26936293,0.07247716,-1.17322326,-0.3923319,0.02861874,0.55117738,0.6161592,-0.00148645,0.06127331,-0.12573791,-0.48710313,-0.58252686,-0.98595047,0.6653313,0.44037628,1.40743017,-0.43658942,-1.5044806,0.17366314,0.30873156,0.73337191,0.21728492,-1.60260236,-0.26107553,-1.58456171,-1.51497197,4
639,-1.5996412,3.16512823,-1.7852304,10.91639423,3.46389627,-3.79736304,-3.51055193,-0.43324411,-1.10229397,1.71031046,2.22808218,3.66063285,1.01040208,1.50618994,-0.78669691,0.92192042,-0.73924625,4.64606571,-0.96948785,5.55367231,-0.81851947,5.15544128,2.3421917,-0.61307716,-1.98006344,-3.03401709,2.83554697,0.79885387,-0.22011995,0.68490767,-1.41118348,0.19380665,-1.19911766,1.88011122,3.32238984,-1.29235244,0.88757586,-1.82071376,0.74363369,2.58724475,-1.32248223,1.16963983,-1.16909766,-1.26543641,-0.41272044,0.28911307,1.6782881,0.43767095,1.93648243,-0.28505248,0.88906932,-0.47755063,1.75090265,2.10063744,-1.405936,-2.26880693,-0.36260319,1.03023267,-0.77002668,-0.41367584,-1.17820072,0.29140532,-0.33149821,-0.30823362,4
1470,-1.22534168,-14.4398756,5.20574093,12.95576763,0.79756737,2.86236906,3.11744356,-0.87968469,4.88645697,-2.9545517,-3.28841925,1.28033805,1.77451468,-0.13719693,-0.49921799,-2.20924044,-3.54114509,3.4555428,-2.39529133,0.8660593,1.97607839,2.0254395,2.32688856,-0.44165897,-1.29266942,-0.11895359,0.5272938,-0.57594854,-1.60269213,1.04660833,-3.3172307,0.77289963,1.80781591,-1.10890818,1.40635204,-0.15226296,0.57566166,2.02610421,0.25395584,0.68877065,0.57048154,0.28753567,-2.04096222,-0.52548188,-2.53502226,0.57321107,1.64746428,-1.21474314,1.19216895,-1.44696093,2.0340755,-0.21762866,0.06739902,1.17099643,0.19512993,0.18501318,-0.53698063,0.80158246,0.19080293,-1.63594759,-0.86784661,0.26446527,0.07852781,-2.47164273,8
1913,1.75854576,-9.55076408,4.55854225,5.75113344,9.53758335,0.10552537,-0.37639952,-1.97398019,-2.85248089,-1.64394093,-1.77896214,5.56496954,3.44961238,-1.33572638,1.12048388,-5.79226255,-3.91543126,1.66097498,-5.76754856,0.99847865,-2.14342904,-2.54298854,1.46219027,-0.38912296,-1.12209988,-1.41322541,0.99383247,-2.03670311,-3.28074694,1.88789809,-1.34673202,-1.3454138,0.83618557,-2.68264604,0.34579766,1.0948894,0.20822763,0.53704059,-0.40921128,3.26278281,-1.3509115,0.91098809,1.76773739,-2.25873542,0.07538593,0.27758461,-0.476771,0.31905627,0.86576253,-1.10125184,-0.06012155,-0.00053549,1.08321154,-0.16593587,0.1101231,-1.57700729,1.0532999,-0.24909292,-0.23225445,-0.00305307,-0.13029104,1.16541219,0.3145647,-0.88155216,10
1736,4.36272764,5.54226589,2.61667061,4.66889858,1.06466401,2.18631196,-6.95312977,-6.38918495,2.24963975,-6.46872425,-1.05006981,-2.23532271,0.72139204,-5.92342186,0.62677193,1.72328305,-5.0571413,0.61806536,1.96128798,-2.07864404,-0.51104999,-3.90293121,2.8574574,-0.5921936,-3.57454062,-0.31039006,-1.38231349,-1.11575544,3.31262708,1.16731489,1.45711327,2.60552692,-0.29222363,-0.31692702,-0.3321408,1.83592641,-2.61123753,-1.99384165,1.66488218,-2.53039813,-2.31228971,0.10241891,-0.01626937,2.51414108,1.27065563,-0.06127599,0.42600197,-0.92510581,-0.79273313,0.51707208,-0.82600749,1.45234942,-0.71303844,0.31718957,1.55694246,0.48030603,0.51959348,-0.28806263,1.03021598,1.18588769,-0.68779367,-0.28091168,-0.72269374,2.21697044,9
905,1.40774024,5.72550583,2.69199872,3.78248525,0.60554302,6.90798283,2.36526322,-3.88598514,7.89806414,-3.91168141,-3.03089094,4.14977312,2.78932619,-3.92988896,-0.9873786,-4.4287529,-4.65938854,-0.88715261,7.79047966,-3.59534287,1.16559839,5.07333374,-7.10682726,-0.5419178,1.68022335,-0.23419355,3.53743935,-0.01302266,1.14465404,1.73909724,-0.12240708,2.53023338,2.87299609,-0.07080251,3.3688643,0.28851759,2.0551641,0.75798774,0.40819824,1.83591056,0.90306735,-0.75813675,0.61093152,2.21275854,-2.17525196,-0.65561157,-2.63080716,0.37007332,-1.05912828,-1.29417157,-0.68242759,2.64038134,-0.21626401,-1.41876936,-0.53202671,-0.55874389,0.7802223,1.09712315,-0.78838521,1.2957176,-0.6156441,-1.01898503,-1.94805121,0.55440909,5
1527,7.93843699,-7.61441803,3.6571219,-0.39869642,4.6967783,2.02157545,0.35836077,-3.6777513,-4.11136103,1.62812161,-5.12430143,-0.53101754,4.56997776,-3.2492969,3.78888726,-2.84457874,1.07130575,2.39628863,-3.38789296,3.08496809,3.53214836,-1.22292376,3.26880193,-1.21344459,3.11046219,1.13550055,-1.37935209,-2.68430042,-0.43135357,0.31062567,-2.40355825,1.7578702,1.56661475,-1.0600307,0.29310501,-0.80493748,-0.50109851,0.63296145,0.195068,1.4589653,-1.44041324,0.74637705,0.41771376,-3.57962513,-2.0182147,-0.57009006,1.70575488,-0.80918193,0.58086807,-1.26918864,0.45123935,-1.05883074,1.77784944,0.83648324,1.0812093,-1.73534119,2.24531174,0.281533,1.09371233,-0.65831864,-1.24352264,-0.03106588,1.77984583,-0.89382356,8
720,-5.06341696,1.6819396,-1.94507265,9.52772522,0.43444395,-1.19609761,-1.13797808,-3.7757628,-4.67511702,-0.3761808,7.70687675,3.25446796,-1.2705183,-1.60250497,-2.21511602,-3.24430847,3.20461154,3.38494945,-1.98584855,3.54473114,-0.08069007,-0.47530705,4.93165255,-0.13709259,-3.95348835,2.36578941,-1.9352802,2.06083918,0.5051105,-0.49680859,-0.83320725,1.33235788,-2.79412746,-1.30515051,0.61086178,0.92830086,0.0249505,-2.59021258,1.17990315,-0.87673867,1.77580667,0.30582857,0.87347746,-0.084899,1.22821426,0.75999808,1.41868258,0.13611913,1.98657393,0.25619662,-1.61403692,-0.40936232,1.23110521,1.16603732,0.81268144,-0.12222767,1.35015094,1.0724715,0.3953414,-0.38201952,-1.35076797,0.08442003,-0.43354741,-2.26321244,4
673,-2.50534582,2.62617826,2.87757945,10.13874435,1.64918101,-5.56529713,-2.99933338,-1.91080952,-2.8549695,4.03888464,6.32980537,4.44175386,-2.90153694,2.31169534,-2.30103064,-1.19788551,1.38083744,0.47675598,-0.34559953,5.07066345,0.18030907,-1.10722208,2.90123677,2.26540232,-2.92350388,-2.33131194,-0.9149456,0.1336776,-0.47034502,-0.98773897,-0.93543637,-3.14111781,-3.5205369,1.48920548,0.21311361,0.29015207,-1.2222333,-0.91381639,-0.71107471,-0.98911053,2.15457487,1.57791626,-0.90111363,-0.06262023,2.34736252,0.75127059,-0.1942962,-1.42524362,1.47193718,-1.69797349,-0.37052393,0.79051232,0.90141177,-1.42309308,-0.2561304,0.17586082,-1.27504635,0.02722058,-0.78664351,0.24717999,-2.46666241,0.12605631,0.67133594,0.74392903,4
1485,14.43605042,-0.36796713,8.56679916,0.12084517,-1.96149325,1.90119314,-1.14278555,2.0095396,-3.01366568,1.27745652,-1.20140934,-1.11904407,0.7162903,-2.33642745,-0.13976145,2.0315423,-0.16138649,-0.69262278,1.78506136,-0.43530881,2.60276318,-0.47868031,2.49447274,0.78150201,0.58510721,0.22266281,-0.99208921,-0.64054513,0.57988071,1.71562731,-3.2594614,-0.02610517,-0.61779237,0.6785146,-0.97019601,-1.31184304,-0.57277596,2.66097975,-0.25042474,-0.05833596,-0.11641479,3.41240454,0.26774803,0.05188917,-0.91329563,1.4737184,-1.28397107,2.11719203,2.55727983,-0.48413694,0.32991832,-0.26571631,0.21064544,0.62476712,0.65121174,-0.45712534,3.17159891,1.20050347,0.60942715,-2.18505573,-0.3433567,-2.33104205,0.85276175,0.00732503,8
488,3.0259347,-0.97818732,13.11089134,-5.02477121,2.92761564,0.5588569,-3.69809675,2.61293983,1.94048452,-4.54702616,-4.88779879,-3.38484597,-2.56181693,-3.38449454,5.64587641,1.54658294,-3.63409615,-3.17845273,-2.17316914,0.30638504,-0.28902167,-0.12753201,1.85042167,-0.00962925,-1.40490723,1.38718772,4.55526781,-1.11642969,1.43425012,-1.15256524,-2.85028601,1.85755396,2.41918302,-1.65091491,1.14040911,-1.6130532,1.24655604,-1.28757834,2.7058773,-0.40543124,-1.46787047,0.02496608,-0.51816767,-1.49366164,0.00496125,0.05407357,-0.7342205,-1.48707747,-1.74107146,1.24941552,-0.35693413,0.24490941,-1.62097096,0.22596037,0.56039202,-0.35207257,0.28994083,-0.39919478,0.83833045,-0.45041126,-0.39800471,-0.6566385,0.3541503,-0.42526081,3
730,-1.35755813,3.21203804,2.91338253,9.17197323,4.68800879,-4.8141861,-1.09140682,-8.2498827,-1.59299803,0.14242846,6.73509979,2.83605623,0.9157418,2.51655054,-2.23127317,3.57433176,4.52657509,2.17899966,-0.17330964,4.9211607,-1.65008759,0.87698889,2.90073562,-1.73000932,-2.58441448,0.19578153,1.32021809,1.82572818,-0.333323,-0.32551628,0.81169653,0.82877636,-1.67269838,0.2138139,0.15926892,0.28124642,-2.0280652,-1.13394952,-0.76895702,-2.16127205,0.61309016,1.84683025,-0.15432237,0.66959876,-0.84071183,0.35225952,0.82195055,-0.49830842,1.32142162,-0.90563631,0.51744729,0.28391433,-0.10134935,-0.08180439,0.48285329,-0.58797866,-0.50069976,-0.46420979,-0.39924744,1.11108363,0.3192597,-0.1643261,-0.48869962,-0.92676103,4
524,3.04972219,3.69763517,11.30312157,-0.55360156,-1.22424865,2.71414661,-3.87803793,3.10381174,-0.41884327,-2.79942894,-5.57698154,-4.0290556,-2.22967005,-2.95609975,3.42493391,0.08714437,0.05080175,-1.59974217,-2.37728381,0.40548015,2.85803032,1.59388208,1.51017368,-3.13493824,-0.657179,-1.60178852,6.37496281,-4.02167892,-0.78911161,0.88744271,-1.31812036,2.53629684,0.73592448,0.04583949,1.36318851,-2.2309413,1.22282171,-0.99494284,1.68619871,-0.6174652,-0.72103119,-1.10894537,-1.02732849,-1.82672787,0.44011247,0.68603259,-1.57250357,0.60463345,0.28519163,0.69830406,0.64100564,-1.30931187,0.07725596,0.92084801,0.22887367,0.79588032,-0.4544971,-2.29668522,0.24212635,0.98872936,-0.8469469,-0.23268948,0.23101187,-0.46923342,3
1079,4.3841939,-1.64152312,-3.84613085,2.64346457,6.25611639,-4.98111439,-3.92907381,-3.98596549,-3.08667612,-0.8877821,5.0757618,2.97584486,6.04416752,-1.63078213,-0.83434439,4.99897528,5.48405552,-0.03137112,2.66516638,2.58384657,1.56242192,-1.56753373,3.63471127,-1.07044828,-3.46285486,-0.44001177,-0.6793533,0.06917238,0.03880358,-0.09219623,-1.29226649,2.32735205,-0.52982008,-1.16994953,-1.2982738,-0.56150365,-0.64577973,0.01395667,-2.10164499,-1.84252906,0.32515788,2.09937429,0.68574065,0.08951561,0.30098593,-1.15791106,-0.48705167,-1.59655023,0.8202607,1.00553596,-0.62594157,1.75255358,-0.5923667,-0.02475309,2.85997987,2.28590393,0.72170949,-1.99754512,-1.80652428,1.99501622,0.36604273,0.40262562,-0.52738929,0.62508392,6
203,4.71163893,2.99265146,-8.13446426,5.3040309,10.57326603,5.85810947,-0.14569998,-4.10700798,6.17499352,-1.70344806,-0.67606616,-0.27317548,6.21765423,-4.58888435,0.11699986,4.99076653,-0.80440283,2.39938021,0.94548583,-0.11291218,1.44993925,3.02536702,-1.63986504,4.05120659,-1.20223725,-0.85185581,-1.19468558,-0.29296547,0.10514188,-2.45479584,0.51630795,-0.58605003,-0.60427594,-0.06747681,-1.28364682,-1.49244165,0.88288522,0.64611053,-2.59893751,1.12266636,-1.0059756,-0.29573977,1.43330836,-1.51628041,0.41099203,1.60611677,0.45305049,-0.31219602,-0.08636662,-0.95668101,1.89896739,0.36131597,-0.31900954,1.00527465,-0.79948503,-1.31255615,1.04994011,1.17580569,-2.01668239,-2.65661001,0.4433009,-1.188416,-1.48405576,0.74653524,2
1159,-7.55558157,-5.73641777,5.01555729,3.63528419,4.33010483,-7.1556921,2.86355042,1.15310454,-3.29932165,-0.27351031,3.9872551,4.92015076,-1.65360093,-2.10568237,-2.92473364,-3.58707333,0.73715854,0.09235263,-3.74436855,1.60760736,4.17185354,0.52265596,4.5253005,0.8275826,-1.16937745,-2.01982212,2.6934638,1.86283898,-1.76469088,0.59883773,0.76235461,0.40972304,0.39059323,-2.80245924,-2.87229371,1.84875226,2.04050899,1.1880765,-0.19989336,-2.04844832,-0.04639268,2.9428103,1.3349092,-1.46084595,0.36315942,1.95215631,0.4505136,-2.9155395,-0.81531757,-0.36205566,-0.80490863,-2.11442947,-0.02187991,0.58974653,-3.04496765,1.21352279,0.63134837,0.20027858,-0.21791324,-1.59755015,-0.03873095,-0.07057983,0.35682487,0.76135677,6
1229,-12.76549625,3.19687176,-2.22443819,6.24137259,0.58757138,0.5629735,-4.02836275,-0.78128374,4.19615364,-0.27997288,8.2075634,1.12614846,-0.22044802,-1.7172699,-2.06147575,2.29544234,-3.47545552,-0.32308865,-0.60722637,5.32689524,-3.6892817,0.46297619,2.62498426,3.02741671,-3.12851954,-1.37168956,0.42747521,2.05921006,2.18980098,-0.92929178,-0.58350241,-0.56238484,-2.47020102,-1.83151937,1.00195861,-1.66463292,-0.88203478,-2.16295195,1.3331573,-1.67757916,2.14176297,-0.57927805,1.81064165,0.63602555,1.33838212,1.03183627,-0.12910555,-1.08233762,-0.65154874,0.2960608,-3.35864544,3.16753531,1.02647614,-0.74302745,-0.69778901,1.16598463,-0.83532977,-0.71041489,-2.6641345,0.77656257,-0.151288,-0.27617916,-0.14588398,1.02969038,7
1109,8.03285027,-5.21879435,3.43708038,-4.86615992,-2.03834629,-0.54045081,-2.1250639,1.97548866,-5.1802516,2.24372625,4.22686291,7.63358498,5.86239243,0.54167843,-2.79757404,-0.73140097,0.35829258,0.44664598,-6.91650486,2.26711893,-0.6823281,-0.40863758,1.4083097,-0.0132432,-2.16215324,-3.07146263,-0.92897147,1.09541416,0.26300192,0.02914691,-3.72834206,3.40656424,-0.30550402,3.05824494,-0.59206784,0.00712952,1.72756124,0.2261374,-0.04881239,2.27756214,-0.97862703,-0.84479374,2.08218026,-0.10474312,-1.33494508,-1.52159286,1.16174853,-1.7701962,-0.40992761,-0.78276157,-2.34634352,0.16098934,1.39001358,0.41837484,-2.40483141,0.67896998,0.93328679,0.28486514,1.32334423,-1.23551846,-0.96700346,1.18930912,-0.31860465,0.8443923,6
979,-4.95251274,4.32317877,-13.35211372,-0.85520554,-2.42283058,1.43374538,-0.35087013,-5.50136662,3.80158424,-1.88997996,-1.28896332,1.56032157,3.8520987,-2.4088347,-4.30209255,4.11822414,-3.34411573,3.39272618,-1.01213408,5.01974773,-3.18227482,-1.45941591,0.77178729,0.69275808,1.56713164,0.26996619,0.35123473,1.57447863,0.29911327,0.78306234,1.2644136,-3.59840798,0.14376517,0.70553744,0.04395199,-1.07726955,-3.57210708,1.1827271,-0.73340976,0.68103516,1.0106976,-3.07119775,-0.62365496,-0.12850279,-0.79509711,1.56341326,1.82046115,-0.38431048,-0.87987238,-0.97188842,-0.4997229,0.06414485,1.12438917,0.22405946,-0.80016023,1.06973076,-0.39419866,0.08418264,-0.33109313,-0.29718477,0.3564989,0.38611418,1.93354237,0.55398697,5
414,5.31328487,-2.11717987,6.31519413,0.16109848,-2.06221056,1.20286942,-2.56523657,4.82212543,-7.53079081,-0.22440164,-5.23900986,0.13102913,1.58826649,-5.17662716,3.95430064,2.85436964,0.55762911,3.39778876,-4.2552948,-0.62170017,4.77713537,2.54596877,3.71673775,0.13392687,-0.15374899,-1.00256348,3.75774956,-4.31907082,-0.51442146,-1.17926192,-2.47970963,-0.4600687,-0.29662007,-1.58767724,1.13980281,-3.28880429,0.95937538,0.10667956,1.52851582,1.60729098,0.80212009,-0.87322825,-1.42200136,-2.46033359,0.55156171,-0.24178995,0.90535319,1.35262287,1.46859622,1.98960245,1.01830757,-0.45216393,-0.52268672,-1.06615615,0.98963839,1.24499774,-0.59294844,-0.02809705,0.7198022,-0.39942342,-1.72159839,-0.72722363,0.48562086,1.14126599,3
1888,11.40388966,-4.50987816,2.59126282,-6.91010666,5.61031055,2.63620472,-4.33882236,2.31619167,-6.09464979,-1.2880497,1.19961631,0.40844607,2.25179648,5.40955162,-0.8333807,2.33305025,2.06215715,1.0509336,-1.3431716,-1.16918743,0.39797014,0.6025278,-1.50016475,-1.36460555,0.58015299,-0.60169691,0.71709061,1.9160924,0.06783772,0.03540719,-1.75811827,0.04007363,0.69116449,-1.09269452,0.90855616,-0.03553519,-0.30605888,-0.10492653,-0.30441701,2.99921417,-0.22666645,-0.58736867,-0.1812021,-0.67659777,0.17392093,-0.12005789,-1.2360934,-1.39006901,-0.2810654,-0.43454301,0.17575611,0.22559649,0.49640787,-0.07393456,0.10426766,-0.55207407,1.13543344,-0.26316446,1.57718444,-0.79203546,0.76329875,0.40192801,-0.52335405,-1.41067219,10
573,7.82141733,-2.24322319,3.05947733,0.61803794,-0.91122323,5.69567108,-5.19102383,1.22346509,12.96097946,-2.58736777,0.47598338,-1.04259038,1.35513031,-3.47961545,1.34628224,7.74150419,0.41332889,0.27493739,0.55342317,-1.43488681,-3.40688944,-3.08726168,-2.68422818,4.30031776,-2.38467407,0.96734852,-1.26014316,3.59816313,1.06252289,-4.09542322,-1.30784738,2.84093618,0.03689836,1.28972828,1.39738727,-3.23176622,-2.45594239,-2.36714268,0.95970243,0.07930934,-0.05021322,-0.39245218,0.70707107,4.49332857,1.42021811,0.10040265,0.96111536,-1.53941607,-0.92662734,2.5591898,-3.02233529,2.98196864,-1.26280999,0.49590236,0.38916737,-0.20301759,0.30915403,-0.05214727,-0.90495658,-0.03999722,1.10246491,-1.84383726,-0.2511242,0.29270706,3
